ci95_high_overall_l1,ci95_high_overall_mae,ci95_high_p90_age_l1_major,ci95_high_p90_region_l1_major,ci95_high_runtime_sec,ci95_high_weighted_age_l1,ci95_high_weighted_region_l1,ci95_high_winner_correct,ci95_high_worst_age_l1,ci95_high_worst_age_l1_major,ci95_high_worst_group_l1_major,ci95_high_worst_region_l1,ci95_high_worst_region_l1_major,ci95_low_overall_l1,ci95_low_overall_mae,ci95_low_p90_age_l1_major,ci95_low_p90_region_l1_major,ci95_low_runtime_sec,ci95_low_weighted_age_l1,ci95_low_weighted_region_l1,ci95_low_winner_correct,ci95_low_worst_age_l1,ci95_low_worst_age_l1_major,ci95_low_worst_group_l1_major,ci95_low_worst_region_l1,ci95_low_worst_region_l1_major,config_seed,epsilon,mean_n_effective,mean_overall_l1,mean_overall_mae,mean_p90_age_l1_major,mean_p90_region_l1_major,mean_runtime_sec,mean_weighted_age_l1,mean_weighted_region_l1,mean_winner_correct,mean_worst_age_l1,mean_worst_age_l1_major,mean_worst_group_l1_major,mean_worst_region_l1,mean_worst_region_l1_major,method,n_overall_l1,n_overall_mae,n_p90_age_l1_major,n_p90_region_l1_major,n_rows,n_runtime_sec,n_skipped,n_weighted_age_l1,n_weighted_region_l1,n_winner_correct,n_worst_age_l1,n_worst_age_l1_major,n_worst_group_l1_major,n_worst_region_l1,n_worst_region_l1_major,population_n,random_seed,sample_size,sampling,scenario,std_overall_l1,std_overall_mae,std_p90_age_l1_major,std_p90_region_l1_major,std_runtime_sec,std_weighted_age_l1,std_weighted_region_l1,std_winner_correct,std_worst_age_l1,std_worst_age_l1_major,std_worst_group_l1_major,std_worst_region_l1,std_worst_region_l1_major,trials
0.5373655029561302,0.10747310059122601,1.2593335131257342,1.4156192625558939,0.02157369037879505,0.8702946686741577,0.9513612422142717,0.9,1.278336845253721,1.278336845253721,1.666763564111584,1.666763564111584,1.666763564111584,0.41808633348455093,0.08361726669691019,1.0552953182217666,1.2741252796759461,0.0008732018638397676,0.7321910932130213,0.8708656245299283,0.55,1.1017200997433954,1.1017200997433954,1.4729966664115193,1.4729966664115193,1.4729966664115193,123,1.0,120.0,0.47510973553404445,0.09502194710680889,1.1584365230990799,1.3465600241365723,0.009335698900031275,0.8020402666490811,0.9104626887673852,0.75,1.1944382492396914,1.1944382492396914,1.5732230872971336,1.5732230872971336,1.5732230872971336,baseline_rr_debias,20,20,20,20,20,20,0,20,20,20,20,20,20,20,20,500,123,120,srs,sparse_minority_curve,0.13919640825649296,0.027839281651298595,0.2384081539660455,0.17311242342922864,0.026087629494725227,0.1596561390498625,0.09635443136808985,0.4442616583193193,0.20736461373889684,0.20736461373889684,0.22871661871842,0.22871661871842,0.22871661871842,20
0.5584014774010198,0.11168029548020394,0.6780294761189259,0.7892357754868351,0.02045806074509926,0.5584014774010198,0.5740967389152976,0.65,0.6780294761189259,0.6780294761189259,0.8834382084924788,0.8834382084924788,0.8834382084924788,0.5416415651363419,0.10832831302726835,0.6604845877492282,0.7709492704014347,0.0013217851187692987,0.5416415651363418,0.5580163712347374,0.25,0.6604845877492282,0.6604845877492282,0.8655832374729044,0.8655832374729044,0.8655832374729044,123,1.0,120.0,0.5503446142466656,0.11006892284933309,0.669295460931136,0.7799732260513419,0.009191783900064365,0.5503446142466657,0.566466296361095,0.45,0.669295460931136,0.669295460931136,0.8746265770849737,0.8746265770849737,0.8746265770849737,mrp_rr_poststrat,20,20,20,20,20,20,0,20,20,20,20,20,20,20,20,500,123,120,srs,sparse_minority_curve,0.01948114192279131,0.0038962283845582622,0.020600135045842644,0.021206538169405938,0.02433008923189859,0.019481141922791264,0.01858008852712437,0.5104177855340405,0.020600135045842644,0.020600135045842644,0.02000141608245121,0.02000141608245121,0.02000141608245121,20
0.5296865193112182,0.10593730386224362,0.6450712890269478,0.755171438424345,0.03609167659129184,0.5307744195558387,0.5502336547888832,0.75,0.6450712890269478,0.6450712890269478,0.8553580380263291,0.8553580380263291,0.8553580380263291,0.4873052411181743,0.09746104822363484,0.6017607795773228,0.7149863973385778,0.007798123671223608,0.48868857965285706,0.512060909277687,0.34875000000000006,0.6017607795773228,0.6017607795773228,0.8119084186912647,0.8119084186912647,0.8119084186912647,123,1.0,120.0,0.5062129836684385,0.10124259673368767,0.6216342385302897,0.7326534159337437,0.02158769865004615,0.5074974207531552,0.5294086660064479,0.55,0.6216342385302897,0.6216342385302897,0.8315530337897836,0.8315530337897836,0.8315530337897836,hierarchical_rr_mrp_poststrat,20,20,20,20,20,20,0,20,20,20,20,20,20,20,20,500,123,120,srs,sparse_minority_curve,0.05245044804717595,0.010490089609435189,0.05493098716061728,0.04922274011780601,0.0337655485380417,0.05200803233119895,0.04727378290662438,0.5104177855340405,0.05493098716061728,0.05493098716061728,0.05342237738633499,0.05342237738633499,0.05342237738633499,20
0.629480130964073,0.1258960261928146,0.7573829992721889,0.8820414297662201,2.330062663645033,0.6448659080968073,0.6638564957290798,0.4,0.7573829992721889,0.7573829992721889,0.9666122682813914,0.9666122682813914,0.9666122682813914,0.5247181012778295,0.1049436202555659,0.6611411334486459,0.7784617334930707,0.033108594123798414,0.5483422330282796,0.573305632920989,0.05,0.6611411334486459,0.6611411334486459,0.8644786568092896,0.8644786568092896,0.8644786568092896,123,1.0,120.0,0.5752452870177506,0.11504905740355012,0.7074123771363042,0.8291916393162448,0.8058425498500356,0.5938936497807317,0.6156123200518052,0.2,0.7074123771363042,0.7074123771363042,0.913848361013117,0.913848361013117,0.913848361013117,neural_rr_mrp,20,20,20,20,20,20,0,20,20,20,20,20,20,20,20,500,123,120,srs,sparse_minority_curve,0.12364642671585967,0.024729285343171932,0.11384144579536727,0.11656812071400025,3.3884872845350142,0.11296228110984169,0.10745707233043536,0.4103913408340617,0.11384144579536727,0.11384144579536727,0.11860171520863014,0.11860171520863014,0.11860171520863014,20
0.6295570296446357,0.12591140592892716,1.2075805979246585,1.3252880879003714,0.0008809361025458885,0.8704150796539555,0.9265204723858643,0.75,1.2801005981003992,1.2801005981003992,1.5191642184398841,1.4862951593553235,1.4862951593553235,0.4815606508430438,0.09631213016860873,1.0558032011058387,1.1685831341686823,0.0007699525537930186,0.7865560168218598,0.8636865168451734,0.3,1.0900475646878047,1.0900475646878047,1.3787770968425734,1.322681275573453,1.322681275573453,123,1.0,120.0,0.5540358440195862,0.11080716880391721,1.1304474573330017,1.2478470361802307,0.0008215867500211971,0.8288620623448478,0.8954349432198949,0.55,1.1761447856304696,1.1761447856304696,1.4477871764360466,1.4063883991259105,1.4063883991259105,baseline_rr_debias,20,20,20,20,20,20,0,20,20,20,20,20,20,20,20,500,123,120,srs,privacy_noise_sparse,0.18042104057895603,0.0360842081157912,0.17065646167170057,0.18491040512971893,0.00013706308682912024,0.09823370568696399,0.07479921307568524,0.5104177855340405,0.2090828758966914,0.2090828758966914,0.16230770649128215,0.18450064632712634,0.18450064632712634,20
0.32791783818440856,0.06558356763688171,0.41681388434132455,0.676240566223197,0.001375883358676333,0.354274648913037,0.418884668835869,0.6,0.41681388434132455,0.41681388434132455,0.676240566223197,0.676240566223197,0.676240566223197,0.3138462195484552,0.06276924390969105,0.4015127632158794,0.6605143881153167,0.001262233927391776,0.33993856583331933,0.4071159507876491,0.2,0.4015127632158794,0.4015127632158794,0.6605143881153167,0.6605143881153167,0.6605143881153167,123,1.0,120.0,0.3207435809525177,0.06414871619050354,0.409186187141505,0.6684031988298675,0.0013152175999039174,0.34698926144987613,0.41306138964402617,0.4,0.409186187141505,0.409186187141505,0.6684031988298675,0.6684031988298675,0.6684031988298675,mrp_rr_poststrat,20,20,20,20,20,20,0,20,20,20,20,20,20,20,20,500,123,120,srs,privacy_noise_sparse,0.01661246533098193,0.003322493066196385,0.01779817472270581,0.018299992103424742,0.0001424182755609091,0.01673536160406791,0.01346853390957238,0.5026246899500346,0.01779817472270581,0.01779817472270581,0.018299992103424742,0.018299992103424742,0.018299992103424742,20
0.30866643634855523,0.06173328726971105,0.4064505335326994,0.6552297336667356,0.034452850298737875,0.34538205318982357,0.41140920140809967,0.7,0.4064505335326994,0.4064505335326994,0.6552297336667356,0.6552297336667356,0.6552297336667356,0.27235793780139467,0.054471587560278936,0.37194750193204634,0.6210715692535638,0.006287558741261705,0.3185747320218495,0.3890903933117845,0.3,0.37194750193204634,0.37194750193204634,0.6210715692535638,0.6210715692535638,0.6210715692535638,123,1.0,120.0,0.29024146739803547,0.05804829347960709,0.3889021109594154,0.6375429126984744,0.02034678459999668,0.3318338934554642,0.39995296080972115,0.5,0.3889021109594154,0.3889021109594154,0.6375429126984744,0.6375429126984744,0.6375429126984744,hierarchical_rr_mrp_poststrat,20,20,20,20,20,20,0,20,20,20,20,20,20,20,20,500,123,120,srs,privacy_noise_sparse,0.043161423933674704,0.008632284786734942,0.04141834499825282,0.0411654746305232,0.031426999627323135,0.032939355691862,0.027002104551449288,0.512989176042577,0.04141834499825282,0.04141834499825282,0.0411654746305232,0.0411654746305232,0.0411654746305232,20
0.42200615082850906,0.0844012301657018,0.5430652036693915,0.7426457274370933,0.04141964322116678,0.4592886839518785,0.5070268399706718,0.4,0.5438888326724559,0.5438888326724559,0.769295893793748,0.769295893793748,0.769295893793748,0.3302544461027137,0.06605088922054275,0.4604487343083001,0.6399094963721687,0.014912896123688596,0.3756560932459866,0.4307941438463477,0.05,0.4615628157407356,0.4615628157407356,0.6730179258930589,0.6730179258930589,0.6730179258930589,123,1.0,120.0,0.3750539787703202,0.07501079575406402,0.5007480796470237,0.689461996971424,0.026384650449904255,0.41592950377541216,0.4675852024279653,0.2,0.5015717086500883,0.5015717086500883,0.7210540768544804,0.7210540768544804,0.7210540768544804,neural_rr_mrp,20,20,20,20,20,20,0,20,20,20,20,20,20,20,20,500,123,120,srs,privacy_noise_sparse,0.10533906571017645,0.02106781314203529,0.09706626042254987,0.1238524733399831,0.032532699242529335,0.09457321739257112,0.08434519046860374,0.4103913408340617,0.09624396416849902,0.09624396416849902,0.11435021370241633,0.11435021370241633,0.11435021370241633,20
0.6988742621393443,0.13977485242786888,1.3645397334163805,1.5062109133741908,0.0008909517212822493,0.9303619564439664,1.0154260869505778,0.95,1.4272552907766027,1.4272552907766027,1.7929425892940993,1.7715651812402842,1.7715651812402842,0.5064445220349906,0.10128890440699813,1.1403724895738234,1.3218713302919407,0.000733290007470373,0.7707297197735857,0.8900831389437464,0.55,1.2109192967759124,1.2109192967759124,1.6533289171932892,1.586459664329337,1.586459664329337,123,1.0,100.35,0.5980618274157331,0.1196123654831466,1.2492791106929002,1.4124427005971802,0.0008039162500153907,0.8416853957171673,0.9509635859633025,0.75,1.3162863048145652,1.3162863048145652,1.726811017769617,1.6785510925866334,1.6785510925866334,baseline_rr_debias,20,20,20,20,20,20,0,20,20,20,20,20,20,20,20,500,123,120,srs,privacy_helps,0.22086432366495715,0.04417286473299143,0.27269990641477454,0.2140527425244339,0.00018611979246686955,0.18372239462367773,0.14710086821882654,0.4442616583193193,0.27171505036550203,0.27171505036550203,0.16110348103418776,0.21308105853531092,0.21308105853531092,20
0.5836440360252959,0.11672880720505915,0.6519741102362065,0.9264312988342277,0.011658882058660537,0.6218803090271552,0.6781300417061181,0.8,0.76058842469797,0.76058842469797,1.1120719315109362,1.1120719315109362,1.1120719315109362,0.5683499215526708,0.11366998431053416,0.6373967723805325,0.9086263493391887,0.0013501690499384722,0.6084444778753617,0.665870107451134,0.35,0.7494143294971992,0.7494143294971992,1.0966786141029243,1.0966786141029243,1.0966786141029243,123,1.0,100.35,0.5760659197828003,0.11521318395656006,0.644888999176058,0.9174709448378892,0.004817155999944589,0.615246147491229,0.6719144380363866,0.55,0.754939912553205,0.754939912553205,1.104582235431905,1.104582235431905,1.104582235431905,mrp_rr_poststrat,20,20,20,20,20,20,0,20,20,20,20,20,20,20,20,500,123,120,srs,privacy_helps,0.01894696412744907,0.003789392825489813,0.017101457012924672,0.020727694485822644,0.015217973180614753,0.01555657616423203,0.014168419527916932,0.5104177855340404,0.01288977087952042,0.01288977087952042,0.019122659614134882,0.019122659614134882,0.019122659614134882,20
0.5651007405998633,0.11302014811997267,0.6472788392652266,0.9063676022223526,0.010114952357318997,0.6096608127784725,0.6657351122292249,0.75,0.7537497255177673,0.7537497255177673,1.093570313250466,1.093570313250466,1.093570313250466,0.5288169646898901,0.10576339293797807,0.6116556959227781,0.8684947357731851,0.002631429016046809,0.5765612375874849,0.6364526358664595,0.3,0.7093051971124184,0.7093051971124184,1.0557117559064757,1.0557117559064757,1.0557117559064757,123,1.0,100.35,0.5462817403462943,0.10925634806925885,0.6291615031176834,0.8861987892630028,0.005162994149895894,0.5921324116894868,0.6501496019544278,0.55,0.731455011187999,0.731455011187999,1.0736917396497518,1.0736917396497518,1.0736917396497518,hierarchical_rr_mrp_poststrat,20,20,20,20,20,20,0,20,20,20,20,20,20,20,20,500,123,120,srs,privacy_helps,0.0429004539434318,0.008580090788686361,0.04199717843010816,0.04574037231963416,0.010729726851690189,0.039736210950508055,0.03489321357197067,0.5104177855340404,0.05291700034078191,0.05291700034078191,0.04500938099400732,0.04500938099400732,0.04500938099400732,20
0.6436945918811884,0.12873891837623766,0.7620856724977989,0.9792938644454895,0.03283816659748879,0.6932824086738437,0.7359866412675703,0.45,0.8729838014369528,0.8729838014369528,1.1569281136810807,1.1569281136810807,1.1569281136810807,0.5486130379389113,0.10972260758778224,0.6629432768025249,0.8797908238638977,0.010847285721332015,0.6072358105418141,0.6593020132826733,0.05,0.7781669987918245,0.7781669987918245,1.0557862084896785,1.0557862084896785,1.0557862084896785,123,1.0,100.35,0.5966148202560753,0.11932296405121504,0.7109414147691641,0.9293148564375464,0.02148038015000111,0.648859355174231,0.696465183012808,0.25,0.8244650477079134,0.8244650477079134,1.105377874972079,1.105377874972079,1.105377874972079,neural_rr_mrp,20,20,20,20,20,20,0,20,20,20,20,20,20,20,20,500,123,120,srs,privacy_helps,0.11248721840241978,0.022497443680483963,0.11893071255336925,0.11747236031784004,0.027782696371977313,0.1017514303131773,0.08784548261758626,0.4442616583193193,0.1117787247733191,0.1117787247733191,0.11902941358592575,0.11902941358592575,0.11902941358592575,20
